#right,strike,expiry,open,high,low,close,volume,open_interest,implied_volatility,delta,gamma,vega,theta,rho
,,,93.7600,93.7800,93.7600,93.7700,2067,,,,,,,
C,38.57,20141018,55.0000,57.0250,54.6000,55.4250,0,,2.0147587,0.8013924,0.0016086,0.0910866,-0.0067335,0.0710604
C,38.57,20150117,55.2250,56.7000,54.8250,55.1750,0,560,0,0.8279738,0.0000000,0.0000000,0.0661713,0.2314282
C,38.57,20160115,55.5250,56.6500,54.9250,55.4500,0,14,0,0.6063788,0.0000000,0.0000000,0.0482562,0.6087272
C,39.29,20140621,55.3000,55.3000,55.3000,55.3000,10,9845,1.8091336,0.9902977,0.0001376,0.0006006,0.0738498,0.0107295
C,39.29,20140719,54.3500,56.4000,53.8250,54.6750,0,,2.2994484,0.9041767,0.0018317,0.0377024,-0.0415767,0.0317989
C,39.29,20140816,54.4250,56.3250,53.8250,54.7000,0,,0.7499544,0.9419477,0.0003197,0.0036395,0.0733100,0.0703842
C,39.29,20141018,54.4250,56.2750,53.9000,54.6750,0,,1.9741458,0.7990400,0.0016713,0.0927308,-0.0067588,0.0729275
C,39.29,20150117,54.4500,55.9750,54.3000,54.7500,0,,1.9871519,0.7357350,0.0013050,0.1149602,0.0072818,0.0879579
C,40,20140621,53.8000,55.5750,53.0000,53.9500,0,7,0,0.9914561,0.0000000,0.0000000,0.0793597,0.0109567
C,40,20140719,53.5750,55.7000,53.0750,54.0250,0,,2.2735492,0.9022139,0.0018965,0.0385975,-0.0431378,0.0322830
C,40,20140816,53.7250,55.6000,53.1000,54.0000,0,,0.7345487,0.9418863,0.0003325,0.0037067,0.0732957,0.0716558
C,40,20141018,53.6000,55.6000,53.2000,53.9750,0,,1.9392763,0.7966778,0.0017313,0.0943631,-0.0069333,0.0746146
C,40,20150117,53.8000,55.2500,53.4750,53.7250,0,196,0,0.8279738,0.0000000,0.0000000,0.0661420,0.2400085
C,40,20160115,53.7000,53.7100,53.6000,53.6000,0,69,0,0.6063788,0.0000000,0.0000000,0.0482272,0.6312960
C,40.71,20140621,53.1000,54.1250,52.7250,53.2750,0,9807,1.7396479,0.9902448,0.0001491,0.0006257,0.0738072,0.0111171
C,40.71,20140719,52.9000,55.0000,52.4000,53.3250,0,,2.2351458,0.9007723,0.0019617,0.0392490,-0.0432317,0.0328703
C,40.71,20140816,53.0250,54.9750,52.4000,53.2750,0,14,0.7194864,0.9418212,0.0003459,0.0037776,0.0732796,0.0729268
C,40.71,20141018,53.1250,54.9000,52.6500,53.2750,0,,1.9051938,0.7942925,0.0017927,0.0959924,-0.0070926,0.0762940
C,40.71,20150117,53.0250,54.5500,52.7500,53.0250,0,,1.8863273,0.7293871,0.0014414,0.1205304,0.0069916,0.0947491
C,41.43,20140621,52.2750,54.1500,51.5500,52.5250,0,,1.7048346,0.9902202,0.0001549,0.0006373,0.0738004,0.0113137
C,41.43,20140719,52.2250,54.2750,51.7000,52.6000,0,14,0,0.9679195,0.0000000,0.0000000,0.0774273,0.0430989
C,41.43,20140816,52.3250,54.2000,51.5750,52.4250,0,,0.7043523,0.9417577,0.0003598,0.0038467,0.0732662,0.0742162
C,41.43,20141018,52.2250,54.1750,51.7500,52.5750,0,,1.6108836,0.7963666,0.0020890,0.0945767,0.0048391,0.0883702
C,41.43,20150117,52.5500,53.7000,51.9250,52.6500,0,56,2.1600405,0.7356801,0.0012011,0.1150091,0.0027621,0.0803925
C,41.43,20160115,52.2000,53.9000,52.0750,52.5500,0,14,0,0.6063788,0.0000000,0.0000000,0.0481981,0.6538649
C,42.14,20140621,51.5750,53.4250,50.8500,51.8250,0,,1.6711249,0.9901952,0.0001610,0.0006491,0.0737929,0.0115075
C,42.14,20140719,51.4750,53.5500,50.9500,51.8750,0,,2.1499435,0.8982680,0.0020976,0.0403692,-0.0422279,0.0341342
C,42.14,20140816,51.5750,53.4750,50.9000,51.7250,0,,0.6897700,0.9416907,0.0003744,0.0039194,0.0732509,0.0754869
C,42.14,20141018,51.5250,53.4500,51.0500,51.8500,0,,1.8372608,0.7894275,0.0019222,0.0992582,-0.0073040,0.0797098
C,42.14,20150117,51.4500,53.0000,51.3500,51.6000,0,91,0,0.8279738,0.0000000,0.0000000,0.0660982,0.2528489
C,42.86,20140621,51.0000,52.7250,50.2000,51.1000,0,56,0,0.9914561,0.0000000,0.0000000,0.0793009,0.0117401
C,42.86,20140719,50.7250,52.8500,50.2250,51.1750,0,28,0,0.9679195,0.0000000,0.0000000,0.0773980,0.0445865
C,42.86,20140816,50.8750,52.8000,50.1750,50.9500,0,,0.6752156,0.9416215,0.0003897,0.0039942,0.0732356,0.0767753
C,42.86,20141018,50.8500,52.7000,50.3000,51.1250,0,112,0,0.8952162,0.0000000,0.0000000,0.0715199,0.1510768
C,42.86,20150117,51.0500,52.1800,51.0000,51.3000,509,11769,0,0.8279738,0.0000000,0.0000000,0.0660835,0.2571691
C,42.86,20160115,51.3000,51.7000,51.2000,51.2500,47,3037,0,0.6063788,0.0000000,0.0000000,0.0481691,0.6764337
C,43.57,20140621,50.2250,52.0000,49.4000,50.4000,0,,1.6050607,0.9901420,0.0001741,0.0006741,0.0737731,0.0118979
C,43.57,20140719,50.0250,52.1500,49.5000,50.4500,0,,2.0739170,0.8953990,0.0022427,0.0416348,-0.0418991,0.0353362
C,43.57,20140816,50.1750,52.0500,49.5500,50.4750,0,,0.6611237,0.9415506,0.0004057,0.0040706,0.0732198,0.0780453
C,43.57,20141018,50.1500,52.0250,49.6250,50.4250,0,,1.5244336,0.7896267,0.0023136,0.0991260,0.0047443,0.0936668
C,43.57,20150117,50.1250,51.5500,49.9000,50.1750,0,,1.7488237,0.7176973,0.0016810,0.1303253,0.0058839,0.1052864
C,44.29,20140621,49.4000,50.8000,48.9250,49.3250,0,1750,1.5721342,0.9901179,0.0001807,0.0006854,0.0737784,0.0120945
C,44.29,20140719,49.7000,49.7000,49.7000,49.7000,10,14,0,0.9679195,0.0000000,0.0000000,0.0773686,0.0460741
C,44.29,20140816,49.4250,51.3500,48.8250,49.7000,0,,0.6470777,0.9414763,0.0004226,0.0041506,0.0732033,0.0793327
C,44.29,20141018,49.3250,51.3000,48.9000,49.7000,0,,1.7396987,0.7819257,0.0021301,0.1041482,-0.0074842,0.0848095
C,44.29,20150117,49.4000,50.8500,49.0750,49.4500,0,406,0,0.8279738,0.0000000,0.0000000,0.0660543,0.2657494
C,44.29,20160115,48.8100,48.8100,48.8100,48.8100,0,177,0,0.6063788,0.0000000,0.0000000,0.0481401,0.6990026
C,45,20140621,48.7750,50.5750,47.9750,48.9500,0,,1.5394833,0.9900991,0.0001869,0.0006942,0.0738067,0.0122885
C,45,20140719,48.6500,50.5500,48.1500,49.0250,0,,2.0004677,0.8924391,0.0023969,0.0429215,-0.0415249,0.0365293
C,45,20140816,48.7250,50.6000,48.1250,49.0000,0,,0.6334447,0.9414011,0.0004401,0.0042313,0.0731869,0.0806020
C,45,20141018,48.6750,50.6000,48.2000,48.9750,0,,1.7073490,0.7794105,0.0022038,0.1057493,-0.0074513,0.0865340
C,45,20150117,48.7500,48.7500,48.7500,48.7500,0,33,0,0.8279738,0.0000000,0.0000000,0.0660397,0.2700095
C,45.71,20140621,48.0750,49.4750,47.5000,48.3250,0,1743,1.5088918,0.9900674,0.0001947,0.0007090,0.0737840,0.0124821
C,45.71,20140719,47.9750,49.8500,47.4750,48.3250,0,,1.9666203,0.8908361,0.0024773,0.0436103,-0.0415369,0.0371008
C,45.71,20140816,48.0250,49.9000,47.4500,48.3250,0,,0.6200419,0.9413229,0.0004585,0.0043150,0.0731698,0.0818707
C,45.71,20141018,47.9500,49.9000,47.4500,48.2750,0,,1.6779626,0.7768361,0.0022767,0.1073686,-0.0075176,0.0881505
C,45.71,20150117,48.3000,49.5500,47.8750,48.7500,0,672,0,0.8279738,0.0000000,0.0000000,0.0660252,0.2742697
C,45.71,20150417,48.0000,48.0000,48.0000,48.0000,0,1,0.2207696,0.7598468,0.0012183,0.0155522,0.0599773,0.3800975
C,45.71,20160115,48.0000,48.3500,48.0000,48.3500,25,512,0,0.6063788,0.0000000,0.0000000,0.0481112,0.7214136
C,46.43,20140621,47.2750,49.1750,46.5500,47.6000,0,,2.5698421,0.9601037,0.0017729,0.0109932,-0.0644891,0.0117506
C,46.43,20140719,47.2500,49.2750,46.7250,47.6000,0,,1.9293982,0.8893808,0.0025610,0.0442310,-0.0411065,0.0377128
C,46.43,20140816,47.3000,49.2000,46.7000,47.5750,0,,0.6065928,0.9412441,0.0004778,0.0043991,0.0731542,0.0831574
C,46.43,20141018,47.2250,49.1750,46.7500,47.5750,0,,1.6496162,0.7741795,0.0023514,0.1090194,-0.0076175,0.0897395
C,46.43,20150117,47.2250,49.0500,46.8750,47.6250,0,161,0,0.8279738,0.0000000,0.0000000,0.0660105,0.2785898
C,46.43,20150417,46.9750,49.1750,46.8250,47.5750,0,,0.2140870,0.7596453,0.0012899,0.0159681,0.0599491,0.3860122
C,47.14,20140621,46.5250,48.4250,45.8750,46.9000,0,14,0,0.9914561,0.0000000,0.0000000,0.0792130,0.0129124
C,47.14,20140719,46.5000,48.5500,45.9750,46.8250,0,,1.8798390,0.8887416,0.0026447,0.0445022,-0.0389594,0.0384570
C,47.14,20140816,46.5000,48.4500,45.9500,46.8750,0,,1.7314670,0.8423292,0.0026847,0.0705554,-0.0250957,0.0587934
C,47.14,20141018,46.5250,48.4500,46.0500,46.8500,0,,1.6190175,0.7715727,0.0024310,0.1106195,-0.0075493,0.0914335
C,47.14,20150117,47.0000,47.0000,47.0000,47.0000,28,616,0,0.8279738,0.0000000,0.0000000,0.0659960,0.2828500
C,47.14,20150417,46.4250,48.4500,46.1000,46.8250,0,,0.2132650,0.7582718,0.0015208,0.0187548,0.0597326,0.3908196
C,47.14,20160115,46.4250,48.1250,46.3000,46.6000,0,308,0,0.6063788,0.0000000,0.0000000,0.0480822,0.7439824
C,47.86,20140621,45.9500,47.7000,45.1500,46.1000,0,,2.4083302,0.9615442,0.0018195,0.0105734,-0.0504741,0.0121988
C,47.86,20140719,45.7250,47.8500,45.2250,46.1750,0,,1.8605306,0.8862160,0.0027359,0.0455656,-0.0406447,0.0388859
C,47.86,20140816,45.8500,47.7500,45.2500,46.1500,0,,0.5803573,0.9410864,0.0005184,0.0045667,0.0731261,0.0857129
C,47.86,20141018,45.7750,47.7000,45.3000,46.1250,0,,1.5894679,0.7688819,0.0025128,0.1122509,-0.0075147,0.0930995
C,47.86,20150117,46.1500,47.2750,45.6250,45.8750,0,63,2.9643199,0.7566756,0.0007244,0.0951969,-0.0031118,0.0501286
C,47.86,20150417,45.7250,47.7500,45.3750,46.1500,0,,0.2066029,0.7580178,0.0016123,0.0192615,0.0597011,0.3966924
C,48.57,20140621,45.2250,47.0000,44.4000,45.4000,0,,1.4875232,0.9887748,0.0003590,0.0012887,0.0693873,0.0132294
C,48.57,20140719,45.1250,47.1500,44.6250,45.4500,0,518,0,0.9679195,0.0000000,0.0000000,0.0772807,0.0505266
C,48.57,20140816,45.1500,47.0750,44.5500,45.4250,0,,0.5677493,0.9409981,0.0005408,0.0046602,0.0731080,0.0869799
C,48.57,20141018,45.1250,47.0250,44.6000,45.4500,0,,1.5643486,0.7661330,0.0025905,0.1138965,-0.0076504,0.0945695
C,48.57,20150117,44.6000,44.6000,44.6000,44.6000,0,609,0,0.8279738,0.0000000,0.0000000,0.0659667,0.2914303
C,48.57,20150417,44.9000,47.0250,44.6750,45.4500,0,,0.2025780,0.7571591,0.0017890,0.0209561,0.0595761,0.4019541
C,48.57,20160115,45.5250,46.6000,45.0500,45.5750,0,56,3.6246555,0.6003513,0.0000614,0.0191500,0.0425869,0.0093139
C,49.29,20140621,44.4250,46.2750,43.7250,44.7500,0,7,0,0.9914561,0.0000000,0.0000000,0.0791688,0.0135013
C,49.29,20140719,44.3250,46.4000,43.7750,44.7500,0,42,0.7413480,0.9645283,0.0004666,0.0030965,0.0739783,0.0509167
C,49.29,20140816,44.3750,46.4000,43.8250,44.7250,0,,0.5550913,0.9409085,0.0005644,0.0047549,0.0730910,0.0882647
C,49.29,20141018,44.3750,46.3250,43.9000,44.7000,0,,1.5336051,0.7634069,0.0026799,0.1155080,-0.0074818,0.0963121
C,49.29,20150117,44.5500,45.8250,44.2000,44.9000,0,35,0.8782270,0.7008540,0.0036848,0.1434597,0.0274075,0.1871847
C,49.29,20150417,44.0750,46.3250,43.9750,44.6750,0,,0.1982413,0.7562732,0.0019782,0.0226765,0.0594512,0.4072793
C,50,20140621,44.1500,44.1500,44.1500,44.1500,3,7,0,0.9914561,0.0000000,0.0000000,0.0791542,0.0136958
C,50,20140719,43.8000,43.8000,43.8000,43.8000,0,870,0,0.9679195,0.0000000,0.0000000,0.0772514,0.0520142
C,50,20140816,43.7250,45.6250,43.2250,44.0500,0,,0.5426820,0.9408226,0.0005882,0.0048453,0.0730772,0.0895323
C,50,20141018,43.6500,45.5750,43.2250,44.0500,0,14,0,0.8952162,0.0000000,0.0000000,0.0713736,0.1762445
C,50,20150117,44.9000,44.9000,43.9500,44.2500,9,7513,0,0.8279738,0.0000000,0.0000000,0.0659375,0.3000106
C,50,20150417,43.1500,45.4250,39.7250,44.5750,0,,0.1958757,0.7547578,0.0022567,0.0255599,0.0592348,0.4119731
C,50,20160115,44.5000,44.5000,44.1800,44.1800,11,2456,0,0.6063788,0.0000000,0.0000000,0.0480241,0.7891201
C,50.71,20140621,43.0750,44.9000,42.4000,43.4250,0,,1.3961677,0.9886033,0.0004046,0.0013629,0.0694009,0.0138112
C,50.71,20140719,42.8750,45.0000,42.4250,43.3250,0,,1.7271880,0.8797002,0.0031208,0.0482499,-0.0393234,0.0412136
C,50.71,20140816,42.9750,44.9250,42.5000,43.3250,0,,0.5306557,0.9407222,0.0006147,0.0049506,0.0730565,0.0907971
C,50.71,20141018,43.0250,44.8750,42.5500,43.3500,0,,1.4854202,0.7577057,0.0028460,0.1188132,-0.0077052,0.0991842
C,50.71,20150117,43.0000,44.4500,42.9250,43.4750,0,70,3.9115451,0.7880041,0.0003504,0.0607557,0.0096290,0.0257329
C,50.71,20150417,42.4000,44.8750,42.4000,43.3250,0,,0.1912447,0.7537853,0.0024754,0.0273740,0.0591068,0.4171440
C,51.43,20140621,42.2750,44.1500,41.7500,42.8000,0,,2.3901921,0.9479851,0.0024894,0.0143569,-0.0958700,0.0127528
C,51.43,20140719,42.2250,44.3000,41.7250,42.6750,0,,1.7089236,0.8769336,0.0032270,0.0493648,-0.0409025,0.0416188
C,51.43,20140816,42.3250,44.1750,41.8000,42.7500,0,21,0,0.9449416,0.0000000,0.0000000,0.0753643,0.0928707
C,51.43,20141018,42.2250,44.1500,41.8000,42.6250,0,35,0.7502756,0.8143659,0.0038729,0.0816660,0.0412529,0.1475689
C,51.43,20150117,42.5000,43.6250,42.2500,42.5000,0,728,0,0.8279738,0.0000000,0.0000000,0.0659082,0.3085909
C,51.43,20150417,41.7250,44.1750,41.7250,42.6000,0,,0.1880705,0.7521821,0.0027870,0.0303083,0.0588908,0.4218528
C,51.43,20160115,42.0750,43.8500,42.0500,42.9000,0,224,0,0.6063788,0.0000000,0.0000000,0.0479951,0.8116889
C,52.14,20140621,41.5500,43.4750,40.9250,42.1000,0,,2.3503837,0.9467787,0.0025880,0.0146771,-0.0968844,0.0129134
C,52.14,20140719,41.5250,43.5500,41.0000,41.9250,0,7,0,0.9679195,0.0000000,0.0000000,0.0772074,0.0542404
C,52.14,20140816,41.9000,41.9900,41.8300,41.9800,69,49,0.5065438,0.9405314,0.0006698,0.0051500,0.0730260,0.0933469
C,52.14,20141018,41.5500,43.4750,41.1500,41.9250,0,,1.4329156,0.7518979,0.0030316,0.1220919,-0.0075959,0.1022860
C,52.14,20150117,41.8000,43.1250,41.5000,41.8000,0,959,0,0.8279738,0.0000000,0.0000000,0.0658937,0.3128510
C,52.14,20150417,41.1250,43.4750,41.1250,41.9750,0,,0.1846961,0.7505127,0.0031176,0.0332959,0.0586722,0.4264229
C,52.86,20140621,40.9250,42.7500,40.2500,41.3750,0,,2.3002256,0.9460725,0.0026780,0.0148634,-0.0954168,0.0130938
C,52.86,20140719,40.7250,42.7000,40.2750,41.1750,0,,1.6314303,0.8744475,0.0034481,0.0503543,-0.0382203,0.0429365
C,52.86,20140816,40.7750,42.7750,40.2500,41.2000,0,,1.5004841,0.8245528,0.0034688,0.0790015,-0.0238701,0.0660256
C,52.86,20141018,40.7500,42.7500,40.4250,41.2000,0,,1.4064710,0.7489187,0.0031303,0.1237399,-0.0074930,0.1038559
C,52.86,20150117,40.3200,40.3200,40.3200,40.3200,0,1498,0,0.8279738,0.0000000,0.0000000,0.0658790,0.3171712
C,52.86,20150417,40.3250,42.7500,40.3250,41.1750,0,,0.1823129,0.7481885,0.0035430,0.0373511,0.0583679,0.4305103
C,52.86,20160115,40.7500,42.2750,40.4000,41.2000,0,161,0,0.6063788,0.0000000,0.0000000,0.0479661,0.8342577
C,53.57,20140621,40.2250,42.0250,39.5500,40.3250,0,,1.9961882,0.9595548,0.0023153,0.0111519,-0.0347344,0.0137296
C,53.57,20140719,40.0250,42.0250,39.6500,40.4500,0,,1.5976987,0.8728806,0.0035641,0.0509722,-0.0374228,0.0435376
C,53.57,20140816,40.1750,42.0750,39.6500,40.5000,0,,1.4741265,0.8221248,0.0035801,0.0801036,-0.0237295,0.0668775
C,53.57,20141018,40.1500,42.0500,39.6250,40.5000,0,7,0,0.8952162,0.0000000,0.0000000,0.0713004,0.1888284
C,53.57,20150117,40.3000,41.5250,40.0250,40.5000,0,1043,0,0.8279738,0.0000000,0.0000000,0.0658644,0.3214313
C,53.57,20150417,39.6000,42.0250,39.6000,40.5500,0,,0.6462064,0.6063803,0.0051178,0.1912352,0.0284676,0.2645138
C,54.29,20140621,39.4250,40.6500,38.9250,40.2500,0,7,0,0.9914561,0.0000000,0.0000000,0.0790661,0.0148709
C,54.29,20140719,39.3250,41.2500,38.8250,39.7750,0,42,1.9644105,0.8442452,0.0034990,0.0615269,-0.0915275,0.0391142
C,54.29,20140816,39.7500,39.7500,39.7500,39.7500,31,31,2.4627709,0.7944645,0.0024575,0.0918609,-0.1076728,0.0470753
C,54.29,20141018,39.4000,41.3250,38.9500,39.7750,0,35,0.9652001,0.7657797,0.0042064,0.1141066,0.0184783,0.1313849
C,54.29,20150117,37.5000,39.4700,37.5000,39.4700,0,868,0,0.8279738,0.0000000,0.0000000,0.0658497,0.3257515
C,54.29,20150417,38.9500,41.3250,38.9500,39.7750,0,,2.2254860,0.6733677,0.0010435,0.1342900,0.0060445,0.0864032
C,54.29,20160115,39.3500,40.9000,38.9000,39.9500,0,903,0,0.6063788,0.0000000,0.0000000,0.0479370,0.8568266
C,55,20140621,38.7250,40.6000,38.0500,39.1000,0,,2.0739678,0.9487661,0.0028272,0.0141484,-0.0710211,0.0137866
C,55,20140719,38.6250,40.5250,38.3000,39.0750,0,49,3.0603747,0.8159779,0.0025818,0.0707288,-0.2193948,0.0290528
C,55,20140816,38.6750,40.6250,38.2000,39.1750,0,,2.4229620,0.7913986,0.0025310,0.0930784,-0.1073939,0.0478350
C,55,20141018,38.7250,40.6250,38.2500,39.0500,0,,1.3305264,0.7397639,0.0034407,0.1286644,-0.0071570,0.1084051
C,55,20150117,38.8500,40.0750,38.6500,39.2500,0,315,0,0.8279738,0.0000000,0.0000000,0.0658352,0.3300116
C,55,20150417,38.2250,40.4000,37.9250,39.4000,0,,2.1835354,0.6697555,0.0010923,0.1379177,0.0053759,0.0895036
C,55.71,20140621,37.9250,39.5500,37.6750,38.5500,0,154,0,0.9914561,0.0000000,0.0000000,0.0790369,0.0152599
C,55.71,20140719,37.8750,39.8500,37.4750,38.4000,0,,1.5241388,0.8657184,0.0039390,0.0537404,-0.0386483,0.0449690
C,55.71,20140816,38.0250,39.9000,37.3750,38.3500,0,,0.4490370,0.9399907,0.0008376,0.0057089,0.0729443,0.0997014
C,55.71,20141018,38.0250,39.9000,37.5750,38.5250,0,,1.3204687,0.7362527,0.0035163,0.1304985,-0.0078821,0.1090909
C,55.71,20150117,37.8750,39.3500,37.6750,38.3000,0,532,0,0.8279738,0.0000000,0.0000000,0.0658207,0.3342718
C,55.71,20150417,37.4750,39.8750,37.4750,38.3750,0,,1.3029684,0.6089180,0.0025143,0.1894360,0.0090326,0.1656992
C,55.71,20160115,37.9500,39.5250,37.6000,38.6750,0,308,0,0.6063788,0.0000000,0.0000000,0.0479082,0.8792376
C,56.43,20140621,37.2250,39.1250,36.7500,37.9250,0,,2.1488629,0.9367337,0.0033276,0.0172538,-0.1106590,0.0137978
C,56.43,20140719,37.2500,39.1250,36.8250,37.6250,0,35,0.7564314,0.9503404,0.0019391,0.0131301,0.0626666,0.0568122
C,56.43,20140816,37.3250,39.2000,36.7250,37.6500,0,98,0.4533298,0.9385683,0.0010379,0.0071418,0.0723068,0.1007410
C,56.43,20141018,37.2500,39.2250,36.8000,37.6500,0,7,0,0.8952162,0.0000000,0.0000000,0.0712418,0.1989096
C,56.43,20150117,37.6000,38.6250,37.2750,37.7250,0,490,0,0.8279738,0.0000000,0.0000000,0.0658059,0.3385919
C,56.43,20150417,36.7000,39.1750,36.7000,37.6500,0,,0.1646735,0.7354109,0.0060839,0.0579314,0.0568476,0.4497745
C,57.14,20140621,36.5250,37.6750,36.5000,37.0500,0,91,0,0.9914561,0.0000000,0.0000000,0.0790076,0.0156516
C,57.14,20140719,36.5250,38.3750,36.4000,36.9250,0,882,0,0.9679195,0.0000000,0.0000000,0.0771048,0.0594418
C,57.14,20140816,36.6000,38.5000,35.9500,37.3000,0,35,1.1013315,0.8333794,0.0044802,0.0748925,0.0040166,0.0787410
C,57.14,20141018,36.5750,38.5000,36.2000,36.9250,0,1379,0,0.8952162,0.0000000,0.0000000,0.0712273,0.2014123
C,57.14,20150117,37.1000,37.8000,36.4900,37.1000,261,38769,0,0.8279738,0.0000000,0.0000000,0.0657914,0.3428521
C,57.14,20150417,36.2500,38.4750,36.1500,37.0000,0,7,0.1604039,0.7324968,0.0067162,0.0622945,0.0565304,0.4533057
C,57.14,20160115,37.0000,37.5800,36.5400,37.0100,708,17673,0,0.6063788,0.0000000,0.0000000,0.0478792,0.9018064
C,57.86,20140621,35.8750,37.7000,35.3000,36.5000,0,,2.0635566,0.9342938,0.0035864,0.0178573,-0.1097484,0.0141253
C,57.86,20140719,36.3300,36.3300,36.3300,36.3300,7,168,0,0.9679195,0.0000000,0.0000000,0.0770900,0.0601908
C,57.86,20140816,35.8750,37.7500,35.2500,36.2000,0,,1.3132893,0.8070256,0.0043494,0.0866983,-0.0218105,0.0720796
C,57.86,20141018,35.8750,37.7500,35.3750,36.2000,0,,1.2354991,0.7267133,0.0038974,0.1353327,-0.0067001,0.1141305
C,57.86,20150117,36.1500,37.1000,35.7500,36.1500,0,2100,0,0.8279738,0.0000000,0.0000000,0.0657767,0.3471722
C,57.86,20150417,35.1500,37.7750,35.1500,36.2500,0,,0.1573137,0.7283012,0.0075191,0.0683974,0.0560612,0.4558110
C,58.57,20140621,35.1500,37.0000,34.5750,35.7000,0,,1.9696159,0.9367442,0.0036299,0.0172512,-0.0952146,0.0144077
C,58.57,20140719,35.1000,37.0250,34.6250,35.5250,0,35,1.3090398,0.8677917,0.0045186,0.0529484,-0.0219804,0.0487121
C,58.57,20140816,35.1750,37.1500,34.6500,35.5000,0,,1.2890965,0.8042262,0.0044911,0.0878735,-0.0216046,0.0728682
